image,caption
school_25.jpg,Many green buildings and trees are around a playground in a school.
school_25.jpg,many buildings and green trees are around a playground in a school .
school_250.jpg,many buildings and many green trees are in a school.
school_250.jpg,Many buildings and many green trees are in a school.
school_250.jpg,many buildings and many green trees are in a school .
school_251.jpg,some buildings are in a school with a playground and a baseball pitch.
school_251.jpg,Some buildings are in a school with a playground and a baseball field.
school_251.jpg,some buildings are in a school with a playground and a baseball field.
school_251.jpg,some buildings are in a school with a playground and a baseball field .
school_252.jpg,many green trees and buildings are in a school with a parking lot.
school_252.jpg,Many green trees and buildings are in a school with a parking lot.
school_252.jpg,many green trees and buildings are in a school with a parking lot .
school_253.jpg,Three football courts and twelve tennis courts are in a school with several buildings.
school_253.jpg,three football fields and twelve tennis courts are in a school with several buildings.
school_253.jpg,three football courts and twelve tennis courts are in a school with different buildings.
school_253.jpg,three football fields and twelve tennis courts are in a school with several buildings .
school_254.jpg,several buildings and some green trees are in a school with a playground and eight tennis courts.
school_254.jpg,several buildings and some green trees are in a school with a playground and eight tennis courts .
school_255.jpg,several buildings and some green trees are in a school.
school_255.jpg,different buildings and some green trees are in a school.
school_255.jpg,several buildings and some green trees are in a school .
school_256.jpg,Some buildings and green trees are close to a piece of water.
school_256.jpg,some green buildings and trees are close to a piece of water.
school_256.jpg,Some green buildings and trees are close to a piece of water.
school_256.jpg,some buildings and green trees are near a piece of water .
school_257.jpg,Some buildings and green trees are in a school.
school_257.jpg,Some green buildings and trees are in a school.
school_257.jpg,some buildings and green trees are in a school .
school_258.jpg,many green trees and some red buildings are in a school with several parking lots.
school_258.jpg,many green trees and some red buildings are in a school with several parking lots .
school_259.jpg,There's a lake next to a school.
school_259.jpg,are there in the school a few trees .
school_259.jpg,Many buildings and some green trees are in a school near a river.
school_259.jpg,many buildings and some green trees are in a school near a river .
school_259.jpg,there is a lake next to a school .
school_26.jpg,many buildings with parking lots are in a school.
school_26.jpg,Many buildings with parking lots are in a school.
school_26.jpg,many buildings with parking lots are in a school .
school_260.jpg,Some buildings and many green trees are in a school.
school_260.jpg,some buildings and many green trees are in a school .
school_261.jpg,The school is on the roadside.
school_261.jpg,school buildings are surrounded by dark green trees .
school_261.jpg,Many buildings and green trees are in a school.
school_261.jpg,many buildings and green trees are in a school .
school_261.jpg,the school is on the side of the road .
school_262.jpg,"School buildings vary in size, concentrated in the south."
school_262.jpg,the school is divided into four main areas .
school_262.jpg,a baseball field and a football field are in a school with some green trees and buildings.
school_262.jpg,a baseball field and a football field are in a school with some green trees and buildings .
school_262.jpg,"school buildings vary in size, concentrated in the south ."
school_263.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_263.jpg,grass and pebbles are in the middle of the teaching building .
school_263.jpg,many buildings and some green trees are in a school.
school_263.jpg,many buildings and some green trees are in a school .
school_263.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_264.jpg,surrounded by dark green trees is a large building.
school_264.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_264.jpg,Some buildings and many green trees are in a school.
school_264.jpg,some buildings and many green trees are in a school .
school_264.jpg,surrounded by dark green trees is a tall building .
school_265.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_265.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_265.jpg,Some buildings and green trees are in a school with a football pitch and a baseball pitch.
school_265.jpg,some buildings and green trees are in a school with a football field and a baseball field .
school_265.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_266.jpg,Near the school building is dark green vegetation.
school_266.jpg,the school is divided into four main areas .
school_266.jpg,Some buildings and many green trees are in a school.
school_266.jpg,some buildings and many green trees are in a school .
school_266.jpg,near the school building is a dark green vegetation .
school_267.jpg,The school is on the roadside.
school_267.jpg,"most of the school consists of playgrounds, teaching buildings and parking lots ."
school_267.jpg,a baseball pitch near four tennis courts and a playground are in a school with several buildings and some green trees.
school_267.jpg,a baseball field near four tennis courts and a playground are in a school with several buildings and some green trees .
school_267.jpg,the school is on the side of the road .
school_268.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_268.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_268.jpg,some buildings and plants in it .
school_268.jpg,a playground with green lawn and red runway surrounded by plants and buildings .
school_268.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_269.jpg,The school is on the roadside.
school_269.jpg,school buildings are surrounded by dark green trees .
school_269.jpg,Some buildings and many green trees are in a school.
school_269.jpg,some buildings and many green trees are in a school .
school_269.jpg,the school is on the side of the road .
school_27.jpg,a building is surrounded by dark green trees and many houses.
school_27.jpg,several wetlands and teaching buildings are in the south .
school_27.jpg,many buildings and some green plants are in a school.
school_27.jpg,many buildings and some green plants are in a school .
school_27.jpg,a building is surrounded by dark green trees and many houses .
school_270.jpg,"The school building is uneven, the distribution intertwined."
school_270.jpg,lots of green lawns are between the buildings .
school_270.jpg,Many buildings and green trees are in a school.
school_270.jpg,many buildings and green trees are in a school .
school_270.jpg,"the school building is uneven, interlaced distribution ."
school_271.jpg,"School buildings vary in size, concentrated in the south."
school_271.jpg,the school is divided into four main areas .
school_271.jpg,many green trees and some buildings are in a school with a playground.
school_271.jpg,many green trees and some buildings are in a school with a playground .
school_271.jpg,"school buildings vary in size, concentrated in the south ."
school_272.jpg,"dark green trees surround the great school, in front of the square."
school_272.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_272.jpg,Some buildings and many green trees are in a school.
school_272.jpg,some buildings and many green trees are in a school .
school_272.jpg,"dark green trees surround the big school,in front of the square ."
school_273.jpg,a building is surrounded by dark green trees.
school_273.jpg,"northwest of the school to a large forest, several wetlands and teaching buildings are in the south ."
school_273.jpg,Many green trees and white buildings are in a school.
school_273.jpg,many green trees and white buildings are in a school .
school_273.jpg,a building is surrounded by dark green trees .
school_274.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_274.jpg,grass and pebbles are in the middle of the teaching building .
school_274.jpg,many green trees and some buildings are in a school with three tennis courts.
school_274.jpg,many green trees and some buildings are in a school with three tennis courts .
school_274.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_275.jpg,"a building is surrounded by dark green trees, in front of the square."
school_275.jpg,"the south has several wetlands and teaching buildings ,northwest of the school to a large forest, ."
school_275.jpg,many red buildings and some green trees are in a school.
school_275.jpg,many red buildings and some green trees are in a school .
school_275.jpg,"a building is surrounded by dark green trees,in front of the square ."
school_276.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_276.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_276.jpg,Some red buildings and many green trees are in a school.
school_276.jpg,some red buildings and many green trees are in a school .
school_276.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_277.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_277.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_277.jpg,Some red buildings and many green trees are in a school with a playground and some tennis courts.
school_277.jpg,some red buildings and many green trees are in a school with a playground and some tennis courts .
school_277.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_278.jpg,The school is on the roadside.
school_278.jpg,"most of the school consists of playgrounds, teaching buildings and parking lots ."
school_278.jpg,many buildings and some trees are in a school.
school_278.jpg,many buildings and some trees are in a school .
school_278.jpg,the school is on the side of the road .
school_279.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_279.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_279.jpg,many buildings and some meadows are in a school.
school_279.jpg,many buildings and some meadows are in a school .
school_279.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_28.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_28.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_28.jpg,a building area have many house with white roof .
school_28.jpg,it have 4% playground with some green grass .
school_28.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_280.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_280.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_280.jpg,Many buildings and green trees are in a school.
school_280.jpg,many buildings and green trees are in a school .
school_280.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_281.jpg,Near the school building is dark green vegetation.
school_281.jpg,a big playground is in the northwest of the school .
school_281.jpg,many green trees and some buildings are in a school with a playground.
school_281.jpg,many green trees and some buildings are in a school with a playground .
school_281.jpg,near the school building is a dark green vegetation .
school_282.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_282.jpg,"the south has several wetlands and teaching buildings ,northwest of the school to a large forest, ."
school_282.jpg,many buildings with three playgrounds and some green trees are in a school.
school_282.jpg,many buildings with three playgrounds and some green trees are in a school .
school_282.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_283.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_283.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_283.jpg,it is a school with many building and plants .
school_283.jpg,there are some buildings with light blue roof and gray road .
school_283.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_284.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_284.jpg,grass and pebbles are in the middle of the teaching building .
school_284.jpg,some large buildings and many green trees are in a school.
school_284.jpg,some tall buildings and many green trees are in a school .
school_284.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_285.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_285.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_285.jpg,Many buildings and green trees are in a school.
school_285.jpg,many buildings and green trees are in a school .
school_285.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_286.jpg,"a building is opposite the central square, surrounded by dark green trees."
school_286.jpg,"northwest of the school to a large forest, the south has several wetlands and teaching buildings ."
school_286.jpg,many buildings and some green trees are in a school.
school_286.jpg,many buildings and some green trees are in a school .
school_286.jpg,"a building is in front of the central square, surrounded by dark green trees ."
school_287.jpg,Some buildings and many green trees are in a school.
school_287.jpg,some buildings and many green trees are in a school .
school_288.jpg,Near the school building is dark green vegetation.
school_288.jpg,a big playground is in the northwest of the school .
school_288.jpg,many buildings and green trees are in a school with a playground.
school_288.jpg,many buildings and green trees are in a school with a playground .
school_288.jpg,near the school building is a dark green vegetation .
school_289.jpg,Many trees are planted in the school.
school_289.jpg,the playground is near the teaching building.
school_289.jpg,the playground is near the teaching building .
school_289.jpg,Many trees are planted in school.
school_289.jpg,many trees are planted in the school .
school_29.jpg,There's a lot of houses around the prairie.
school_29.jpg,Many trees were planted around the house.
school_29.jpg,many trees were planted around the house .
school_29.jpg,There are many houses around the meadow.
school_29.jpg,there are many houses around the meadow .
school_290.jpg,Behind the teaching building is a playground.
school_290.jpg,near the school is a residential area.
school_290.jpg,near the school is a residential area .
school_290.jpg,Behind the teaching building is a children's playground.
school_290.jpg,behind the teaching building is a playground .
school_291.jpg,A large number of trees are planted in the school.
school_291.jpg,There's a school near the highway.
school_291.jpg,there is a school near the broad road .
school_291.jpg,a large number of trees are planted at school.
school_291.jpg,a large number of trees are planted in the school .
school_292.jpg,There are many green trees and grass in the school.
school_292.jpg,there are many residential areas around the school.
school_292.jpg,there are many residential areas around the school .
school_292.jpg,There's a lot of green trees and grass in school.
school_292.jpg,there are a lot of green trees and grass in the school .
school_293.jpg,The school covers a large area and is well equipped.
school_293.jpg,There are many residential areas near the school.
school_293.jpg,there are many residential areas near the school .
school_293.jpg,the school covers a large area and is well equipped .
school_294.jpg,Many trees are planted in the high building.
school_294.jpg,A large number of large buildings were built on the ground.
school_294.jpg,large number of tall buildings have been built on the land .
school_294.jpg,Many trees are planted in the tall building.
school_294.jpg,many trees are planted in the tall building .
school_295.jpg,a well-built school was built in this area.
school_295.jpg,Many large trees are planted in the school.
school_295.jpg,a large number of tall trees are planted in the school .
school_295.jpg,In this area a well-built school was built.
school_295.jpg,a well - built school was built in this area .
school_296.jpg,There's a lot of trees and grass in the school.
school_296.jpg,The school built a lot of big buildings.
school_296.jpg,the school built a lot of tall building .
school_296.jpg,There's a lot of trees and grass in school.
school_296.jpg,there are many trees and grass in the school .
school_297.jpg,The school built a lot of big buildings.
school_297.jpg,lots of cars parked around the road.
school_297.jpg,a lot of cars parked around the road .
school_297.jpg,The school built a lot of tall building.
school_297.jpg,the school built a lot of tall building .
school_298.jpg,There's a lot of trees and grass in the school.
school_298.jpg,The school built a lot of big buildings.
school_298.jpg,the school built a lot of tall building .
school_298.jpg,There's a lot of trees and grass in school.
school_298.jpg,there are a lot of trees and grass in the school .
school_299.jpg,Here is a school with a pond in a square and green tree lines with a narrow rectangle appearance long.
school_299.jpg,here is a school with a pond in a square and lines of green trees with an appearance of narrow long rectangle .
school_299.jpg,several rows of trees is in front of the school .
school_299.jpg,numerous students are walking in the green pass in this campus .
school_299.jpg,several buildings and many green trees are in a school .
school_3.jpg,This vast area is a well-equipped school.
school_3.jpg,Many trees and grass are planted in the school.
school_3.jpg,a lot of trees and grass are planted in the school .
school_3.jpg,this vast area is a well-equipped school .
school_30.jpg,These buildings belong to the school buildings.
school_30.jpg,There's a lot of trees and grass in the school.
school_30.jpg,there are a lot of trees and grass in the school .
school_30.jpg,these buildings belong to the school buildings .
school_300.jpg,a playground is located behind a teaching building.
school_300.jpg,There's a road in front of the school.
school_300.jpg,there is a road in front of the school .
school_300.jpg,a children's playground is behind a teaching building.
school_300.jpg,a playground is located behind a teaching building .
school_31.jpg,The school is surrounded by a dense residential area.
school_31.jpg,Many plants are grown in this school.
school_31.jpg,many plants are grown in this school .
school_31.jpg,the school is surrounded by a dense residential area .
school_32.jpg,There are several playgrounds in the school.
school_32.jpg,There are several roads around the school.
school_32.jpg,there are several roads around the school .
school_32.jpg,There are several children's parks in the school.
school_32.jpg,there are several playgrounds in the school .
school_33.jpg,There's a green football pitch in the school.
school_33.jpg,the school is surrounded by dense residential areas.
school_33.jpg,the school is surrounded by dense residential areas .
school_33.jpg,There's a green football field at school.
school_33.jpg,there is a green football field in the school .
school_34.jpg,There are three football fields in the school.
school_34.jpg,there are many residential areas around the school.
school_34.jpg,there are many residential areas around the school .
school_34.jpg,There are three football fields at school.
school_34.jpg,there are three football fields in the school .
school_35.jpg,the area is a fully equipped school.
school_35.jpg,The school covers a large area and has built many teaching buildings.
school_35.jpg,the school covers a large area and has built many teaching buildings .
school_35.jpg,The area is a fully equipped school.
school_35.jpg,the area is a fully equipped school .
school_36.jpg,on both sides of the road are houses with many red roofs.
school_36.jpg,Many trees were planted around the house.
school_36.jpg,many trees were planted around the house .
school_36.jpg,On both sides of the road there are houses with lots of red roofs.
school_36.jpg,on both sides of the road are houses with lots of red roofs .
school_37.jpg,the school has a large number of perfect construction facilities.
school_37.jpg,a large number of trees are planted around the school.
school_37.jpg,a large number of trees are planted around the school .
school_37.jpg,the school has a large number of perfect building facilities .
school_38.jpg,the school here with gray buildings has a high rate of greening.
school_38.jpg,the school here with grey buildings has a high greening rate .
school_38.jpg,the school which is in the middle of a grove has black roof .
school_38.jpg,a bustling road stretches separating this campus with a smart large black building on its one side and several buildings on the other side .
school_38.jpg,some buildings and many green trees are in a school .
school_39.jpg,The school covers a large area and the buildings are large.
school_39.jpg,A large number of teaching buildings have been built in the school.
school_39.jpg,a large number of teaching buildings have been built in the school .
school_39.jpg,The school covers a large area and the buildings are high.
school_39.jpg,the school covers a large area and the buildings are tall .
school_4.jpg,There's a school next to the road.
school_4.jpg,a large number of trees are planted around the school.
school_4.jpg,a large number of trees are planted around the school .
school_4.jpg,there is a school next to the road .
school_40.jpg,There are many large trees and green grass in the school.
school_40.jpg,A large number of large buildings were built in the school.
school_40.jpg,a large number of tall buildings were built in the school .
school_40.jpg,There's a lot of tall trees and green grass in school.
school_40.jpg,there are a lot of tall trees and green grass in the school .
school_41.jpg,Many trees and grass are planted around the school.
school_41.jpg,There are many teaching buildings in the school.
school_41.jpg,there are many teaching buildings in the school .
school_41.jpg,a lot of trees and grass are planted around the school.
school_41.jpg,a lot of trees and grass are planted around the school .
school_42.jpg,The buildings are surrounded by trees.
school_42.jpg,buildings are surrounded by trees .
school_42.jpg,the teaching buildings are surrounded by trees .
school_42.jpg,roads stretch through this campus with plenty teaching buildings and a sports field inside .
school_42.jpg,many buildings and many green trees are in a school with a playground .
school_43.jpg,there are many red sports venues in the school .
school_43.jpg,many trees are planted near the teaching building .
school_43.jpg,a square block of buildings with red roofs and grey roofs.
school_43.jpg,a school with a staggered distribution of vegetation and a pool and playground .
school_43.jpg,a square block of buildings with redroofs and grey roofs .
school_44.jpg,Many green trees are planted on both sides of the road.
school_44.jpg,There's a lot of green roofs on the ground.
school_44.jpg,there are many green roofs on the land .
school_44.jpg,a large number of green trees are planted on both sides of the road.
school_44.jpg,a large number of green trees are planted on both sides of the road .
sparseresidential_1.jpg,a house with gray roof in the middle .
sparseresidential_1.jpg,one residential in it and surrounded by wasteland .
sparseresidential_1.jpg,a house surrounded by many green plants in the residential .
sparseresidential_1.jpg,a pool with dark blue water and white border while beside the house .
sparseresidential_1.jpg,a building and some green trees are surrounded by farmland .
sparseresidential_10.jpg,Many green trees are around a building.
sparseresidential_10.jpg,many green trees are around a building .
sparseresidential_100.jpg,a house with gray roof in side and surrounded by green plants .
sparseresidential_100.jpg,a pool with blue water in the residential .
sparseresidential_100.jpg,a small piece of wasteland in it while beside the residential and plants .
sparseresidential_100.jpg,is a residential surrounded by green plants and brown land .
sparseresidential_100.jpg,a building is surrounded by many green trees and farmland .
sparseresidential_101.jpg,Many green trees are around a building.
sparseresidential_101.jpg,the house in the sparse residential area seems very beautiful.
sparseresidential_101.jpg,the house in the sparse residential region seems very beautiful .
sparseresidential_101.jpg,many green trees are around a building .
sparseresidential_102.jpg,a building with two cars is surrounded by many crowded green trees.
sparseresidential_102.jpg,There is a green house on the roof with two cars closed by the forest.
sparseresidential_102.jpg,there is a green roof house with two cars enclosed by forest .
sparseresidential_102.jpg,there is a house stands alone in this lush woods .
sparseresidential_102.jpg,a building with two cars is surrounded by many crowded green trees .
sparseresidential_103.jpg,a house with dark gray roof in the middle .
sparseresidential_103.jpg,is a residential with a house and light brown land .
sparseresidential_103.jpg,a residential surrounded by so many dark green plants .
sparseresidential_103.jpg,a house in the middle while surrounded by many plants .
sparseresidential_103.jpg,a building is surrounded by many green trees .
sparseresidential_104.jpg,a big square house and a little square house in it .
sparseresidential_104.jpg,two houses with dark gray roof in the middle .
sparseresidential_104.jpg,two houses in the middle while surrounded by so many dark green plants .
sparseresidential_104.jpg,a residential with two houses and many plants while a light brown road in side .
sparseresidential_104.jpg,a building is surrounded by many green trees .
sparseresidential_105.jpg,two house with light brown and white roof in the middle .
sparseresidential_105.jpg,two house in the middle while with two cars besides .
sparseresidential_105.jpg,a residential in the middle while with many dark green plants surround .
sparseresidential_105.jpg,two house in the middle while with many dark green plants surround .
sparseresidential_105.jpg,a building is surrounded by many green trees .
sparseresidential_106.jpg,Many green trees are around a building.
sparseresidential_106.jpg,many green trees are around a building .
sparseresidential_107.jpg,a building with a swimming pool is surrounded by many green trees.
sparseresidential_107.jpg,Exuberant plants cast a huge shadow over the pool near the villas.
sparseresidential_107.jpg,the exuberant plants cast huge shadow on the swimming pool near the villas .
sparseresidential_107.jpg,a building with swimming pool is surrounded by many green trees.
sparseresidential_107.jpg,a building with a swimming pool is surrounded by many green trees .
sparseresidential_108.jpg,a square big house with dark brown roof and a little house in side .
sparseresidential_108.jpg,one white car and two white cars beside the house .
sparseresidential_108.jpg,a residential surrounded by many dark green plants .
sparseresidential_108.jpg,a curved road in the side while with light gray ground .
sparseresidential_108.jpg,a building is surrounded by many green trees .
sparseresidential_109.jpg,Many green trees are around a building with a swimming pool.
sparseresidential_109.jpg,many green trees are around a building with a swimming pool.
sparseresidential_109.jpg,Many green trees are around a building with pool.
sparseresidential_109.jpg,many green trees are around a building with a swimming pool .
sparseresidential_11.jpg,a building is surrounded by many green trees.
sparseresidential_11.jpg,the brown villa is surrounded by dense forest.
sparseresidential_11.jpg,the brown villa is surrounded by dense forest .
sparseresidential_11.jpg,a building is surrounded by many green trees .
sparseresidential_110.jpg,Many green trees are around a building with a swimming pool.
sparseresidential_110.jpg,many green trees are around a building with a swimming pool.
sparseresidential_110.jpg,Many green trees are around a building with pool.
sparseresidential_110.jpg,many green trees are around a building with a swimming pool .
sparseresidential_111.jpg,Many green trees are around a building.
sparseresidential_111.jpg,many green trees are around a building .
sparseresidential_112.jpg,Many green trees are around a building.
sparseresidential_112.jpg,many green trees are around a building .
sparseresidential_113.jpg,some sparseresidential in it with some plants besides .
sparseresidential_113.jpg,a house with dark gray roof and two houses with light brown roof and a house with brown roof in it .
sparseresidential_113.jpg,a pool with light blue water and four cars in side .
sparseresidential_113.jpg,a residential with gray high way and many dark plants besides .
sparseresidential_113.jpg,several buildings are surrounded by many green trees .
sparseresidential_114.jpg,a residential with two houses and a pool while surrounded by so many plants .
sparseresidential_114.jpg,a house with dark gray roof while surrounded by many plants .
sparseresidential_114.jpg,a house by dark gray roof with a pool with light blue water besides .
sparseresidential_114.jpg,a residential in the middle while surrounded by so many plants .
sparseresidential_114.jpg,a building is surrounded by many green trees .
sparseresidential_115.jpg,six houses with dark gray roof in the middle .
sparseresidential_115.jpg,a square pool with blue water and gray border in the middle .
sparseresidential_115.jpg,a parking lot with white pool besides the house in it .
sparseresidential_115.jpg,a residential surrounded by many green plants and a gray road in side .
sparseresidential_115.jpg,a building is surrounded by some green trees and meadows .
sparseresidential_116.jpg,Many green trees are around a building.
sparseresidential_116.jpg,many green tree are around a building .
sparseresidential_117.jpg,a building surrounded by several green trees is located near a road.
sparseresidential_117.jpg,the small villa is embraced by imposing trees while there are some open spaces apart.
sparseresidential_117.jpg,the small villa is embraced by towering trees while there is some open space aside .
sparseresidential_117.jpg,a building surrounded by several green trees is close to a road.
sparseresidential_117.jpg,a building surrounded by several green trees is near a road .
sparseresidential_118.jpg,a building is surrounded by many green trees.
sparseresidential_118.jpg,the car next to the house in the sparse residential is light black.
sparseresidential_118.jpg,the car beside the house in the sparse residential is bright black .
sparseresidential_118.jpg,a building is surrounded by many green trees .
sparseresidential_119.jpg,some green trees are around a building near a road.
sparseresidential_119.jpg,There is only one house in the sparse residence and it seems a little lonely.
sparseresidential_119.jpg,there is only a house in the sparse residential and it looks a little lonely .
sparseresidential_119.jpg,Some green trees are around a building near a road.
sparseresidential_119.jpg,some green trees are around a building near a road .
sparseresidential_12.jpg,Many green trees are around a building.
sparseresidential_12.jpg,There is only one large house in the sparse residential area.
sparseresidential_12.jpg,there is only a big house in the sparse residential region .
sparseresidential_12.jpg,many green trees are around a building .
sparseresidential_120.jpg,Some green trees are around a building with cars.
sparseresidential_120.jpg,some green trees are around a building with cars .
sparseresidential_121.jpg,Many green trees are around a building.
sparseresidential_121.jpg,The dense woods cast a huge shadow over the villa.
sparseresidential_121.jpg,the dense woods cast a huge shadow over the villa .
sparseresidential_121.jpg,many green trees are around a building .
sparseresidential_122.jpg,a building surrounded by some green trees is surrounded by a large piece of green meadow.
sparseresidential_122.jpg,The cottage is surrounded by trees and has a path leading to it.
sparseresidential_122.jpg,the cottage is surrounded by trees and has a path leading to it .
sparseresidential_122.jpg,a building surrounded by some green trees is surrounded by large piece of green meadow .
sparseresidential_123.jpg,Many sparse green trees are around a building.
sparseresidential_123.jpg,Many scarce green trees are around a building.
sparseresidential_123.jpg,Many scattered green trees are around a building.
sparseresidential_123.jpg,many sparse green tree are around a building .
sparseresidential_124.jpg,Many green trees are around a building.
sparseresidential_124.jpg,many green trees are around a building .
sparseresidential_125.jpg,a building is surrounded by several green trees and large pieces of green meadows.
sparseresidential_125.jpg,"a footpath crosses the lawn, with several ponds and trees nearby."
sparseresidential_125.jpg,"a footpath passes through the lawn, with several ponds and trees nearby ."
sparseresidential_125.jpg,a building is surrounded by several green trees and large pieces of green meadows .
sparseresidential_126.jpg,several buildings are surrounded by some sparse green trees.
sparseresidential_126.jpg,several buildings are surrounded by some scarce green trees.
sparseresidential_126.jpg,several buildings are surrounded by some green and scattered trees.
sparseresidential_126.jpg,several buildings are surrounded by some scattered green trees.
sparseresidential_126.jpg,several buildings are surrounded by some sparse green trees .
sparseresidential_127.jpg,a building is surrounded by many green trees near a road.
sparseresidential_127.jpg,a building is surrounded by many green trees near a road .
sparseresidential_128.jpg,several buildings are surrounded by some sparse green trees near a pond.
sparseresidential_128.jpg,several buildings are surrounded by some scarce green trees near a pond.
sparseresidential_128.jpg,several buildings are surrounded by some scattered green trees near a pond.
sparseresidential_128.jpg,several buildings are surrounded by some sparse green trees near a pond .
sparseresidential_129.jpg,a building with swimming pool is surrounded by sparse green trees.
sparseresidential_129.jpg,a building with swimming pool is surrounded by scarce green trees.
sparseresidential_129.jpg,a building with swimming pool is surrounded by green trees and scattered.
sparseresidential_129.jpg,a building with swimming pool is surrounded by scattered green trees.
sparseresidential_129.jpg,a building with swimming pool is surrounded by sparse green trees .
sparseresidential_13.jpg,Many green trees are around a building.
sparseresidential_13.jpg,many green trees are around a building .
sparseresidential_130.jpg,a building is surrounded by many green trees.
sparseresidential_130.jpg,a building is surrounded by many green trees .
sparseresidential_131.jpg,a building surrounded by green meadow and some green trees is near a road.
sparseresidential_131.jpg,a building surrounded by green meadow and some green trees is close to a road.
sparseresidential_131.jpg,a building surrounded by green meadows and some green trees is close to a road.
sparseresidential_131.jpg,a building surrounded with green meadow and some green trees is near a road .
sparseresidential_132.jpg,a building with a swimming pool is surrounded by many sparse green trees near a road.
sparseresidential_132.jpg,a building with swimming pool is surrounded by many scarce green trees near a road.
sparseresidential_132.jpg,a building with swimming pool is surrounded by many scattered green trees near a road.
sparseresidential_132.jpg,a building with a swimming pool is surrounded by many scattered green trees near a road.
sparseresidential_132.jpg,a building with a swimming pool is surrounded by many sparse green trees near a road .
sparseresidential_133.jpg,a building with a swimming pool is surrounded by sparse green trees and a baseball field.
sparseresidential_133.jpg,a building with swimming pool is surrounded by scarce green trees and a baseball field.
sparseresidential_133.jpg,a building with swimming pool is surrounded by green trees and a baseball field.
sparseresidential_133.jpg,a building with a swimming pool is surrounded by scattered green trees and a baseball field.
sparseresidential_133.jpg,a building with a swimming pool is surrounded by sparse green trees and a baseball field .
sparseresidential_134.jpg,a building with a swimming pool is surrounded by several sparse green trees.
sparseresidential_134.jpg,a building with swimming pool is surrounded by several scarce green trees.
sparseresidential_134.jpg,a building with swimming pool is surrounded by several green and scattered trees.
sparseresidential_134.jpg,a building with a swimming pool is surrounded by several scattered green trees.
sparseresidential_134.jpg,a building with a swimming pool is surrounded by several sparse green trees .
sparseresidential_135.jpg,a building with a swimming pool is surrounded by many sparse green trees.
sparseresidential_135.jpg,a building with swimming pool is surrounded by many scarce green trees.
sparseresidential_135.jpg,a building with swimming pool is surrounded by many green and scattered trees.
sparseresidential_135.jpg,a building with a swimming pool is surrounded by many scattered green trees.
sparseresidential_135.jpg,a building with a swimming pool is surrounded by many sparse green trees .
sparseresidential_136.jpg,many grasslands and several sparse trees are around a building near a road in a sparse residential area.
sparseresidential_136.jpg,many meadows and several sparse trees are around a building near a road in a sparse residential area.
sparseresidential_136.jpg,many meadows and various scattered trees are located around a building near a road in a scattered residential area.
sparseresidential_136.jpg,many meadows and several scattered trees are around a building near a road in a scattered residential area.
sparseresidential_136.jpg,many meadows and several sparse trees are around a building near a road in a sparse residential area .
sparseresidential_137.jpg,a building with a swimming pool is surrounded by some sparse green trees.
sparseresidential_137.jpg,a building with swimming pool is surrounded by some scarce green trees.
sparseresidential_137.jpg,a building with swimming pool is surrounded by some green and scattered trees.
sparseresidential_137.jpg,a building with a swimming pool is surrounded by some scattered green trees.
sparseresidential_137.jpg,a building with a swimming pool is surrounded by some sparse green trees .
sparseresidential_138.jpg,a building with swimming pool is surrounded by sparse green trees and meadows.
